번호,서명,저자,발행자,발행년,책수,단가,금액
251,"메타버스, 즐기는 자가 먼저다  : 제페토, 이프랜드, 게더타운 등 메타버스를 시작하는 이들을 위한 필독서",한국메타버스연구원,미디어북,2021,1,"\20,000","20,000"
252,세상을 바꾸는 메타버스,한국메타버스연구원,미디어북,2021,1,"\20,000","20,000"
253,이것이 메타버스다  : 메타버스에 대한 궁금증을 해결해 줄 책,최재용,미디어북,2021,1,"\20,000","20,000"
254,반도체 넥스트 시나리오  : 미래는 어떤 모습으로 다가오는가,권순용 지음,위즈덤하우스,2021,1,"\17,000","17,000"
255,(주린이가 가장 알고 싶은 최다질문) TOP 77,염승환 지음,메이트북스,2021,1,"\18,000","18,000"
256,설민석의 세계사 대모험 . 10  영국 산업 혁명 편-멋진 신세계,설민석,Dankkumi,2021,3,"\12,000","36,000"
257,설민석의 세계사 대모험 . 11  영국 산업 혁명 편-혁명에 맞선 자들,설민석,Dankkumi,2021,3,"\12,000","36,000"
258,아하부장의 맛  : 유튜브 조회순으로 뽑은 아하부장 인기요리 TOP 100,아하부장 지음,프롬비,2021,1,"\22,000","22,000"
259,2만원으로 일주일 집밥 만들기  : 식비 걱정 덜어주는 사계절 레시피,송혜영 지음,길벗,2021,1,"\16,800","16,800"
260,나라는 식물을 키워보기로 했다  : 유해한 것들 속에서 나를 가꾸는 셀프가드닝 프로젝트,김은주 글,허밍버드,2021,1,"\15,000","15,000"
261,(만화로 읽는 수능) 고전시가,이가영 지음,꿈을담는틀,2015,1,"\18,800","18,800"
262,혁신의 목격자들  : 새로운 과학기술은 미래의 비즈니스를 어떻게 바꾸는가,오준호,어크로스출판그룹,2019,1,"\15,000","15,000"
263,십 대를 위한 우주과학 콘서트  : 우주의 비밀을 찾아 떠나는 신나는 과학 이야기,권홍진,청어람미디어,2021,1,"\13,000","13,000"
264,십 대를 위한 미래과학 콘서트  : 인공지능 시대에 우리가 꼭 알아야 할 교양과학,정재승,청어람미디어,2018,1,"\13,000","13,000"
265,읽는 인간 리터러시를 경험하라,조병영 지음,쌤앤파커스,2021,1,"\17,500","17,500"
266,공부 자존감은 초3에 완성된다  : 앞으로 공부 9년을 좌우하는 초등 교육의 모든 것,김선 지음,웅진지식하우스,2022,1,"\15,000","15,000"
267,하루를 48시간으로 사는 마법  : 방송국 헤르미온느 이재은의 삶을 빛나게 하는 마법의 주문,이재은 지음,비즈니스북스,2021,2,"\15,000","30,000"
268,브레이킹 루틴  = Breaking routine  : 원하는 인생은 늘 안전지대 밖에 있다,천인우 지음,중앙books,2021,2,"\16,000","32,000"
269,더 로스트 키친  = The lost kitchen  : 어떤 마음은 부서지지 않는다,에린 프렌치 지음,윌북,2021,1,"\17,800","17,800"
270,BTS 덕분에 시작하는 청소년 심리학 수업  : 가사를 뜯어보니 심리학이 있네,김현경 지음,명진서가,2020,1,"\15,000","15,000"
271,(그림으로 기억되는) 브레인 한자  : 좌뇌로 읽고 우뇌로 보는 마법의 한자 암기법  생로병사 편,최상용 지음,문예춘추사,2020,1,"\16,800","16,800"
272,오늘도 상처받았나요?  : 상처 입은 사람에게만 보이는 술 빼고 다 있는 스낵바가 문을 연다,마스다 미리 지음,이봄,2021,1,"\13,500","13,500"
273,나를 지키는 감정 나를 살리는 감정  : 뇌과학자가 재미있게 파헤친 감정해부도감,도마베치 히데토 지음,대원사,2017,1,"\13,800","13,800"
274,(김상균 교수의) 메타버스  : 어린이를 위한 디지털 지구,김상균,동아시아사이언스,2021,1,"\12,000","12,000"
275,(생각 쫌 하는 김토끼 씨의) 초등 정치 수업,지수 글·그림,북멘토,2021,1,"\12,000","12,000"
276,"웹툰 캐릭터 그리기 대작전  : 얼굴, 표정, 손과발, 의상, 비율 캐릭터 쉽게 그리는 법",이지 지음,바이킹,2021,1,"\13,000","13,000"
277,원자와 분자,로지 디킨스 글,어스본코리아,2020,1,"\14,000","14,000"
278,나의 첫 민화수업  : 기본부터 차근차근 그려보는 따뜻한 우리 그림,김서윤 지음,초록비책공방,2019,1,"\18,000","18,000"
279,(하늘을 부르는 음악) 종묘제례악,윤여림 글,웅진주니어,2018,1,"\13,000","13,000"
280,라라벨 실전 웹 애플리케이션 개발,다케자와 유키,제이펌,2021,1,"\34,000","34,000"
281,남녀의 얼굴 다양하게 그리기  : 각도별·나이별·표정별 캐릭터 데생,Yanami 지음,AK Hobby Book,2019,1,"\18,000","18,000"
282,캐릭터의 기분 그리는 법  : 표정·감정의 표면과 이면을 나누어 그려보자,하야시 히카루,에이케이커뮤니케이션즈,2017,1,"\18,000","18,000"
283,표정 그리는 법  : 디지털로 그리자! 감정이 살아 있는 캐릭터,Studio Hard Deluxe 편저,학산문화사,2017,1,"\15,000","15,000"
284,(캐러멜의) 만화 콘티 작법서,캐러멜 글·그림,서울미디어코믹스,2021,1,"\12,000","12,000"
285,(신비아파트) 귀신 슈퍼마켓 . 1,한은호 지음,싸이클,2021,1,"\12,000","12,000"
286,밍꼬발랄 공소시효 . 8,밍꼬발랄 원작,겜툰,2021,2,"\12,000","24,000"
287,여기는 별별 주식회사,히로시마 레이코 글,주니어김영사,2021,3,"\13,000","39,000"
288,고양이 해결사 깜냥 . 4  눈썰매장을 씽씽 달려라!,홍민정 지음,창비,2022,3,"\11,000","33,000"
289,레 미제라블,빅토르 위고 원작,은하수미디어,2021,3,"\6,500","19,500"
290,천하무적 개냥이 수사대 . 4  송곳니 유령의 비밀,이승민 지음,위즈덤하우스,2021,2,"\12,500","25,000"
291,영어 공부 잘하는 아이는 이렇게 공부합니다:초2때 시작해 4년 만에 수능 모으고사 만접 받은 문해력 영어 학습법,김도연 지음,길벗,2021,2,"\19,800","39,600"
292,아주 보통의 행복  : 평범해서 더욱 소중한,최인철 지음,21세기북스(북이십일 21세기북스),2021,1,"\17,000","17,000"
293,아티스트 웨이  : 나를 위한 12주간의 창조성 워크숍,줄리아 카메론 지음,경당,2012,1,"\17,000","17,000"
294,(10년 영어교육과정을 한눈에 이해하고 목표와 방향을 세우는) 초중고 영어공부 로드맵,허준석,서사원,2021,1,"\17,800","17,800"
295,나만 이상한 걸까?,크리스티나 피서 지음,율리시즈,2020,1,"\16,000","16,000"
296,하루 한 장 마음챙김  : 전 세계 5천만 명의 삶을 바꾼 루이스 헤이의 긍정 확언 베스트 컬렉션,루이스 L. 헤이 지음,니들북,2021,1,"\14,800","14,800"
297,"왜 아가리로만 할까?  : 오늘도, 해야지 해야지 하며 하루를 보낸 당신에게",박정한,들녘,2021,1,"\14,800","14,800"
298,어른이의 돈 되는 생활  : 못 벌어도 갈 불립니다,정운욱 지음,카멜북스,2021,1,"\16,000","16,000"
299,걱정을 없애주는 마카롱,성주희 글,소원나무,2021,1,"\12,000","12,000"
300,나의 콜레트,소피 앙리오네 글,시공주니어,2021,1,"\13,500","13,500"
301,부풀어 용기 껌,정희용 글,잇츠북어린이,2021,1,"\12,000","12,000"
302,사이 떡볶이,소연 글,잇츠북어린이,2021,1,"\12,000","12,000"
303,(코믹 메이플스토리) 수학도둑 . 85  응용편,송도수 지음,서울문화사,2021,1,"\12,000","12,000"
304,졌잘싸  : 졌지만 잘 싸웠다,고상훈 글,한그루,2021,1,"\15,000","15,000"
305,29센티미터,이상권 글,웅진주니어,2021,1,"\10,000","10,000"
306,(정브르의) 곤충일기  : 생생체험 자연관찰,정브르 지음,서울문화사,2021,1,"\13,000","13,000"
307,"빨간 아이, 봇  : 윤해연 장편동화",윤해연 지음,허블,2021,1,"\12,000","12,000"
308,몽어  : 소원을 들어주는 물고기,김성범 글,파랑새,2021,3,"\11,000","33,000"
309,(만화로 보는) 시멘토 초등 상식 . 10  동물,시멘토 교육연구소 구성,시멘토,2022,1,"\9,500","9,500"
310,(만화로 보는) 시멘토 초등 상식 . 11  식물,시멘토 교육연구소 구성,시멘토,2022,1,"\9,500","9,500"
311,설민석의 삼국지 대모험 . 5  귀신과의 전쟁,나관중 원작,Dankkumi,2021,3,"\11,000","33,000"
312,(읽으면서 바로 써먹는) 어린이 한국사 퀴즈 . 1,한날 글·그림,파란정원,2022,1,"\12,000","12,000"
313,팜  : 기발한 상상력이 가득한 판타지 코딩과학동화 . 4  바다 농장,홍지연 지음,길벗,2021,2,"\12,000","24,000"
314,(어쩔뚱땡!) 고구마머리 TV . 3  지구 불시착,서동건 지음,아울북,2021,3,"\14,000","42,000"
315,위대한 유산,찰스 디킨스 원작,은하수미디어,2021,3,"\6,500","19,500"
316,라이온의 간식  : 오가와 이토 장편소설,오가와 이토 지음,RHK,2021,1,"\14,800","14,800"
317,투자는 디테일에 있다  : 슈퍼개미 김정환의 투자 바이블,김정환 지음,Boo-K,2021,1,"\18,000","18,000"
318,"우리는 글쓰기를 너무 심각하게 생각하지  : 매일 쓰는 사람 정지우의 쓰는 법, 쓰는 생활",정지우 지음,문예출판사,2021,1,"\15,000","15,000"
319,"로컬, 새로운 미래  = New local is coming",조희정 지음,강원창조경제혁신센터,2021,1,"\11,000","11,000"
320,창업가의 답  : 혁신을 이룬 스타트업은 어떻게 데스밸리를 넘었나,성호철,포르체,2021,1,"\16,800","16,800"
321,"활활발발  : 담대하고 총명한 여자들이 협동과 경쟁과 연대의 시간을 쌓는 곳, 어딘글방",어딘 지음,위고,2021,1,"\16,000","16,000"
322,허상의 어릿광대,히가시노 게이고 지음,재인,2021,3,"\18,800","56,400"
323,메종드율의 맛있는 집밥 이야기  : 쉽고 근사한 인기 가정식 클래스 메뉴 76가지,임보연 지음,한스미디어,2021,1,"\20,000","20,000"
324,(한 번 알아두면 평생 써먹는) 집밥 수업,이윤정 지음,빅피시,2021,1,"\18,500","18,500"
325,우리 아이 첫 분노 조절 노트  : 분노를 조절하는 행복한 놀이 활동,이자벨 필리오자,밝은미래,2019,1,"\14,500","14,500"
326,할머니와 나의 3천엔  : 하라다 히카 소설,하라다 히카 지음,문학동네,2021,1,"\14,500","14,500"
327,혼령 장수 . 4  4층에는 요괴가 우글우글,히로시마 레이코 글,고래가숨쉬는도서관,2021,1,"\12,000","12,000"
328,시간 고양이  : 동물이 사라진 세계,박미연 지음,이지북,2021,1,"\13,000","13,000"
329,푼돈 사냥꾼  : 1년에 티끌 모아 천만 원,오일리스킨 지음,위즈덤하우스,2020,1,"\13,800","13,800"
330,나는 앱테크로 기적을 만들었다  : 스마트폰 하나로 월 100만 원 파이프라인 만드는 법,엠찌 지음,빈티지하우스,2020,1,"\15,000","15,000"
331,"(어서와, 대학은 처음이지?) 과탑이 알려 주는 대학 생활 한 권으로 끝내기",조유림 지음,든든한 서재,2020,1,"\12,800","12,800"
332,대학'생'은 처음이라,낭만유니브 일동 지음,낭만비엔디,2021,1,"\13,800","13,800"
333,월급쟁이 재테크 상식사전  = Common sense dictionary for salaried,우용표 지음,길벗,2019,1,"\17,500","17,500"
334,맘마미아 월급재테크 실천법,맘마미아 지음,진서원,2019,1,"\18,000","18,000"
335,금순이가 기다립니다,윤성은 지음,문학동네,2021,3,"\10,000","30,000"
336,(시즌2) 내일은 실험왕 . 1  4차 산업 혁명과 증강 현실,스토리 a. 글,Mirae N 아이세움,2021,2,"\14,500","29,000"
337,(시즌2) 내일은 실험왕 . 2  SNS와 소통의 원리,스토리 a. 글,Mirae N 아이세움,2022,2,"\14,500","29,000"
338,아미골 강아지 오스트랄로피테쿠스 실종사건,이선주 글,문학동네,2021,1,"\12,000","12,000"
339,(처음 만나는) 그리스 로마 신화,토니 양 글·그림,리틀몽키,2019,1,"\12,000","12,000"
340,따라 하는 기도  : 따라 하는 것만으로도 기도가 되고 인생의 문이 열린다 . 2,장재기 지음,규장,2021,1,"\15,000","15,000"
341,하나님의 인도하심을 구하라  : 주를 기쁘시게 할 것이 무엇인지 분별하라,유기성 지음,규장,2021,1,"\15,000","15,000"
342,부모 면허  : 주님이 맡기신 한 영혼을 그분의 뜻대로 빚어가는 삶,박인경 지음,규장,2021,1,"\15,000","15,000"
343,수학만점은 부모의 손끝에서 시작된다,최유란 지음,행복한미래,2022,1,"\14,800","14,800"
344,단어의 집  : 불을 켜면 빵처럼 부풀고 종처럼 울리는 말들,안희연 지음,한겨레출판,2021,1,"\15,000","15,000"
345,쓸모 있는 비움  : 미니멀과 제로 웨이스트 사이에서 이 부부가 사는 법,김예슬 지음,txt.kcal,2021,1,"\14,000","14,000"
346,아니 요즘 세상에 누가  : 다양한 선택을 존중하며 더불어 혼자 사는 비혼의 세상,곽민지 지음,위즈덤하우스,2021,1,"\15,000","15,000"
347,가급적 일하고 싶지 않은 사람들을 위한 돈 이야기,오하라 헨리 지음,북노마드,2021,1,"\15,000","15,000"
348,엄마는 알까?,원은정 글,고래이야기,2018,1,"\12,000","12,000"
349,나는 생각이 너무 많아  : 넘치는 생각 때문에 삶이 피곤한 사람들을 위한 심리 처방,크리스텔 프티콜랭 지음,부키,2021,1,"\16,800","16,800"
350,땅콩일기,쩡찌 글·그림,아침달,2021,1,"\17,000","17,000"
351,"의사 어벤저스 . 5  뼈 질환, 실력을 키워라!",고희정 글,가나,2021,3,"\12,500","37,500"
352,(설민석의)역사 고민 상담소 . 5  개항기부터 근현대까지,설민석,MiraeN아이세움,2021,2,"\13,000","26,000"
353,감정이 상처가 되기 전에,충페이충 지음,유노북스,2021,1,"\16,000","16,000"
354,생각한다는 착각,닉 채터 지음,웨일북,2021,1,"\16,000","16,000"
355,열하일기 연구,김명호 지음,돌베개,2022,1,"\45,000","45,000"
356,정신과 환자와의 면담,다니엘J. 칼랏 지음,군자출판사,2020,1,"\25,000","25,000"
357,현실적 낙천주의자,고도 토키오 지음,유노북스,2021,1,"\15,000","15,000"
358,50부터는 나를 위해 가꿉니다,뽀따 지음,비즈니스북스,2021,1,"\15,000","15,000"
359,"개미 5년, 세후 55억",성현우 지음,모루,2021,1,"\17,000","17,000"
360,공대에 가고 싶어졌습니다,서울대학교 공과대학 우수학생센터 ‘공우’ 지음,메가스터디북스,2021,1,"\16,500","16,500"
361,교사 통합교육을 말하다,김명희 [외] 지음,새로온봄,2020,1,"\17,600","17,600"
362,금리와 환율 알고 갑시다,김영익 지음,위너스북,2021,1,"\17,000","17,000"
363,당신이 몰랐던 K,박노자 지음,한겨레출판,2022,1,"\15,000","15,000"
364,엄마를 위한 미라클 모닝,최정윤 지음,빌리버튼,2022,1,"\15,000","15,000"
365,엄마의 행복시크릿,김지영 지음,생각수레,2021,1,"\16,500","16,500"
366,월가의 퀀트 투자 바이블,제임스 오쇼너시 지음,에프엔미디어,2021,1,"\35,000","35,000"
367,(임원경제지) 섬용지  : 건축·도구·일용품 백과사전 . 1,서유구 지음,풍석문화재단,2021,1,"\33,000","33,000"
368,존버씨의 죽음,김영선 지음,오월의봄,2022,1,"\19,000","19,000"
369,특수교사 교육을 말하다,윤형진 [외] 지음,새로온봄,2019,1,"\16,000","16,000"
370,(팬데믹 다음 세상을 위한) 텐 레슨,파리드 자카리아 지음,민음사,2021,1,"\18,500","18,500"
371,포모 사피엔스,패트릭 맥기니스 지음,미래의창,2021,1,"\16,000","16,000"
372,(한 권으로 끝내는) 노션  = Notion,피터 킴,애드앤미디어,2020,1,"\16,000","16,000"
373,(넥스트 유니콘) AI 스타트업 100,AI One Team,한국경제신문,2021,1,"\20,000","20,000"
374,행복한 나라의 불행한 사람들,박지우 지음,추수밭,2022,1,"\17,000","17,000"
375,뇌를 읽다 마음을 읽다,권준수 지음,21세기북스,2021,1,"\16,000","16,000"
376,심부조직 마사지,제인 존슨 지음,대성의학사,2020,1,"\30,000","30,000"
377,약 없이 혈당 낮추는 양배추 식사요법  : 최고의 당뇨병 전문의가 알려주는 혈당 관리 비법,요시다 도시히데 지음,루미너스,2020,1,"\14,000","14,000"
378,진짜 칭찬,정윤경,Soulhouse,2021,1,"\14,000","14,000"
379,"(췌장암 환자, 보호자, 의료인을 위한) 췌장암 안내서",김송철 지음,군자출판사,2021,1,"\30,000","30,000"
380,혈당이 쑥 내려가는 7초 스쿼트,우사미 게이지 지음,쌤앤파커스,2020,1,"\12,800","12,800"
381,잘 그리기 금지,사이토 나오키 지음,잼스푼,2021,1,"\16,500","16,500"
382,칼 라르손의 나의 집 나의 가족  = Carl Larsson's home & family,칼 라르손,알마,2021,1,"\18,000","18,000"
383,"그래, 너는 잘하고 있어",최환희 지음,바른북스,2021,2,"\13,900","27,800"
